package,version,published,unpacked_bytes,file_count,direct_deps,tree_size
@angular/core,5.2.4,2018-02-07,7220954,144,1,2
@angular/core,5.2.5,2018-02-14,7222099,144,1,
@angular/core,5.2.6,2018-02-22,7227543,144,1,
@angular/core,5.2.7,2018-02-28,7227543,144,1,
@angular/core,5.2.8,2018-03-07,7227543,144,1,
@angular/core,5.2.9,2018-03-14,7227543,144,1,
@angular/core,4.4.7,2018-04-16,5398397,135,1,2
@angular/core,5.2.10,2018-04-16,7233896,144,1,
@angular/core,6.0.0,2018-05-03,13319657,464,1,
@angular/core,6.0.1,2018-05-11,13331113,464,1,
@angular/core,6.0.2,2018-05-15,13331112,464,1,
@angular/core,5.2.11,2018-05-16,7233896,144,1,
@angular/core,6.0.3,2018-05-22,13331099,464,1,
@angular/core,6.0.4,2018-06-06,13194825,464,1,
@angular/core,6.0.5,2018-06-13,13179645,464,1,
@angular/core,6.0.6,2018-06-20,13160226,464,1,
@angular/core,6.0.7,2018-06-28,13174070,464,1,
@angular/core,6.0.8,2018-07-11,13266358,464,1,2
@angular/core,6.0.9,2018-07-11,13266358,464,1,
@angular/core,6.1.0,2018-07-25,15525662,530,1,
@angular/core,6.1.1,2018-08-02,15457456,527,1,
@angular/core,6.1.2,2018-08-08,15462683,527,1,
@angular/core,6.1.3,2018-08-15,15461725,527,1,
@angular/core,6.1.4,2018-08-22,15461959,527,1,
@angular/core,6.1.6,2018-08-29,15461959,527,1,
@angular/core,6.1.7,2018-09-06,15462662,527,1,
@angular/core,6.1.8,2018-09-19,15494146,527,1,
@angular/core,6.1.9,2018-09-26,15491918,527,1,
@angular/core,6.1.10,2018-10-10,15491940,527,1,2
@angular/core,7.0.0,2018-10-18,17649094,590,1,
@angular/core,7.0.1,2018-10-24,17978650,596,1,
@angular/core,7.0.2,2018-10-31,17956374,602,1,
@angular/core,7.0.3,2018-11-07,17956374,602,1,
@angular/core,7.0.4,2018-11-14,17933591,602,1,
@angular/core,7.1.0,2018-11-21,19430121,606,1,
@angular/core,7.1.1,2018-11-28,19441164,605,1,
@angular/core,7.1.2,2018-12-06,19441211,605,1,
@angular/core,7.1.3,2018-12-11,19443408,605,1,
@angular/core,7.1.4,2018-12-18,19571934,605,1,
@angular/core,7.2.0,2019-01-07,20661604,611,1,2
@angular/core,7.2.1,2019-01-16,20659620,611,1,
@angular/core,7.2.2,2019-01-22,20659620,611,1,
@angular/core,7.2.3,2019-01-30,20660232,611,1,
@angular/core,7.2.4,2019-02-06,20661507,611,1,
@angular/core,7.2.5,2019-02-15,20708013,611,1,
@angular/core,7.2.6,2019-02-20,20709225,611,1,
@angular/core,7.2.7,2019-02-27,20722093,611,1,
@angular/core,7.2.8,2019-03-06,20724772,611,1,
@angular/core,7.2.9,2019-03-12,20724762,611,1,
@angular/core,7.2.10,2019-03-20,20725169,611,1,
@angular/core,7.2.11,2019-03-26,20726180,611,1,
@angular/core,7.2.12,2019-04-03,20728232,611,1,2
@angular/core,7.2.13,2019-04-13,20728232,611,1,
@angular/core,7.2.14,2019-04-23,20728232,611,1,
@angular/core,7.2.15,2019-05-07,20728232,611,1,
@angular/core,8.0.0,2019-05-28,24573637,590,1,
@angular/core,8.0.1,2019-06-13,24587168,590,1,
@angular/core,8.0.2,2019-06-19,24589366,590,1,
@angular/core,8.0.3,2019-06-26,24590401,590,1,
@angular/core,8.1.0,2019-07-02,26388657,626,1,2
@angular/core,8.1.1,2019-07-10,26396323,626,1,
@angular/core,8.1.2,2019-07-17,26397101,626,1,
@angular/core,8.1.3,2019-07-26,26397101,626,1,
@angular/core,8.2.0,2019-07-31,25575069,620,1,
@angular/core,8.2.1,2019-08-08,25586265,620,1,
@angular/core,8.2.2,2019-08-12,25963455,620,1,
@angular/core,8.2.3,2019-08-21,25932925,614,1,
@angular/core,8.2.4,2019-08-28,25932925,614,1,
@angular/core,8.2.5,2019-09-04,25932817,614,1,
@angular/core,8.2.6,2019-09-11,25932925,614,1,
@angular/core,8.2.7,2019-09-18,25932925,614,1,
@angular/core,8.2.8,2019-09-25,25932925,614,1,
@angular/core,8.2.9,2019-10-02,25932677,614,1,2
@angular/core,8.2.10,2019-10-09,25930863,614,1,
@angular/core,8.2.11,2019-10-15,25930723,614,1,
@angular/core,8.2.12,2019-10-23,25931368,614,1,
@angular/core,8.2.13,2019-10-30,25931368,614,1,
@angular/core,8.2.14,2019-11-13,25931453,614,1,
@angular/core,7.2.16,2020-01-08,20728232,611,1,2
@angular/core,9.0.0,2020-02-06,27491764,674,0,
@angular/core,9.0.1,2020-02-12,27504071,676,0,
@angular/core,9.0.2,2020-02-19,27589490,676,0,
@angular/core,9.0.3,2020-02-27,27815904,678,0,
@angular/core,9.0.4,2020-02-27,27815904,678,0,
@angular/core,9.0.5,2020-03-04,27823190,678,0,
@angular/core,9.0.6,2020-03-11,27835647,678,0,
@angular/core,9.0.7,2020-03-18,27860811,678,0,
@angular/core,9.1.0,2020-03-25,27922428,682,0,
@angular/core,9.1.1,2020-04-07,27929495,682,0,1
@angular/core,9.1.2,2020-04-15,27967899,682,0,
@angular/core,9.1.3,2020-04-22,28045291,682,0,
@angular/core,9.1.4,2020-04-29,28077978,682,0,
@angular/core,9.1.5,2020-05-07,28148905,682,0,
@angular/core,9.1.6,2020-05-08,28148905,682,0,
@angular/core,9.1.7,2020-05-13,27974582,680,0,
@angular/core,9.1.8,2020-05-20,27979031,680,0,
@angular/core,9.1.9,2020-05-20,27979031,680,0,
@angular/core,9.1.10,2020-06-09,27979057,680,0,
@angular/core,9.1.11,2020-06-10,27979057,680,0,
@angular/core,10.0.0,2020-06-24,17595933,415,1,
@angular/core,10.0.1,2020-06-26,17606283,415,1,
@angular/core,10.0.2,2020-06-30,17585990,415,1,
@angular/core,10.0.3,2020-07-08,17589050,415,1,2
@angular/core,9.1.12,2020-07-08,27991003,681,0,
@angular/core,10.0.4,2020-07-15,17555783,414,1,
@angular/core,10.0.5,2020-07-22,17552695,414,1,
@angular/core,10.0.6,2020-07-28,17556260,414,1,
@angular/core,10.0.7,2020-07-30,17556260,414,1,
@angular/core,10.0.8,2020-08-04,17556234,414,1,
@angular/core,10.0.9,2020-08-12,17667174,419,1,
@angular/core,10.0.10,2020-08-17,17677955,419,1,
@angular/core,10.0.11,2020-08-19,17677955,419,1,
@angular/core,10.0.12,2020-08-24,17678908,419,1,
@angular/core,10.0.13,2020-08-26,17678908,419,1,
@angular/core,10.0.14,2020-08-26,17678908,419,1,
@angular/core,10.1.0,2020-09-02,17688585,419,1,
@angular/core,10.1.1,2020-09-09,17687367,419,1,
@angular/core,10.1.2,2020-09-16,17687207,419,1,
@angular/core,10.1.3,2020-09-23,17687864,419,1,
@angular/core,10.1.4,2020-09-30,17730902,418,1,
@angular/core,10.1.5,2020-10-07,17730902,418,1,2
@angular/core,10.1.6,2020-10-14,17730902,418,1,
@angular/core,10.2.0,2020-10-21,17734225,418,1,
@angular/core,10.2.1,2020-10-28,17738407,418,1,
@angular/core,10.2.2,2020-11-04,17745635,418,1,
@angular/core,10.2.3,2020-11-09,17745697,418,1,
@angular/core,11.0.0,2020-11-11,18306596,466,1,
@angular/core,11.0.1,2020-11-18,18293606,472,1,
@angular/core,11.0.2,2020-11-19,18304810,477,1,
@angular/core,11.0.3,2020-12-02,18234510,477,1,
@angular/core,11.0.4,2020-12-09,18249105,477,1,
@angular/core,11.0.5,2020-12-16,18266594,478,1,
@angular/core,10.2.4,2020-12-17,17762662,419,1,
@angular/core,9.1.13,2020-12-17,28017826,682,0,
@angular/core,11.0.6,2021-01-06,18274076,478,1,2
@angular/core,11.0.7,2021-01-07,18274076,478,1,
@angular/core,11.0.8,2021-01-11,18279651,478,1,
@angular/core,11.0.9,2021-01-13,18279651,478,1,
@angular/core,11.1.0,2021-01-20,18444571,484,1,
@angular/core,11.1.1,2021-01-27,18448601,484,1,
@angular/core,11.1.2,2021-02-03,18450927,484,1,
@angular/core,11.2.0,2021-02-10,18457876,484,1,
@angular/core,11.2.1,2021-02-17,18466883,484,1,
@angular/core,11.2.2,2021-02-22,18468343,484,1,
@angular/core,11.2.3,2021-02-24,18468896,484,1,
@angular/core,11.2.4,2021-03-03,18468228,484,1,
@angular/core,11.2.5,2021-03-10,18458932,484,1,
@angular/core,11.2.6,2021-03-17,18458477,484,1,
@angular/core,11.2.7,2021-03-24,18458477,484,1,
@angular/core,11.2.8,2021-04-01,18458477,484,1,2
@angular/core,11.2.9,2021-04-07,18492436,485,1,
@angular/core,10.2.5,2021-04-14,17767956,419,1,
@angular/core,11.2.10,2021-04-14,18485385,485,1,
@angular/core,11.2.11,2021-04-21,18485569,485,1,
@angular/core,11.2.12,2021-04-28,18485479,485,1,
@angular/core,11.2.13,2021-05-05,18495912,485,1,
@angular/core,11.2.14,2021-05-12,18503875,485,1,
@angular/core,12.0.0,2021-05-12,16009323,488,1,
@angular/core,12.0.1,2021-05-19,16010637,488,1,
@angular/core,12.0.2,2021-05-26,16022352,490,1,
@angular/core,12.0.3,2021-06-02,16019963,489,1,
@angular/core,12.0.4,2021-06-09,16035338,489,1,
@angular/core,12.0.5,2021-06-16,16035843,489,1,
@angular/core,12.1.0,2021-06-24,17257267,600,1,
@angular/core,12.1.1,2021-06-30,17257775,600,1,
@angular/core,12.1.2,2021-07-14,16131827,489,1,2
@angular/core,12.1.3,2021-07-21,16161763,489,1,
@angular/core,12.1.4,2021-07-28,16162249,489,1,
@angular/core,12.1.5,2021-08-04,16162249,489,1,
@angular/core,12.2.0,2021-08-04,16160366,489,1,
@angular/core,12.2.1,2021-08-11,16160526,489,1,
@angular/core,12.2.2,2021-08-18,16160934,489,1,
@angular/core,12.2.3,2021-08-25,16160934,489,1,
@angular/core,12.2.4,2021-09-01,16160934,489,1,
@angular/core,12.2.5,2021-09-08,16160934,489,1,
@angular/core,12.2.6,2021-09-15,16161414,489,1,
@angular/core,12.2.7,2021-09-22,16161414,489,1,
@angular/core,12.2.8,2021-09-30,16161908,489,1,
@angular/core,12.2.9,2021-10-06,16161952,489,1,2
@angular/core,12.2.10,2021-10-13,16164568,489,1,
@angular/core,12.2.11,2021-10-20,16164568,489,1,
@angular/core,12.2.12,2021-10-27,16164542,489,1,
@angular/core,12.2.13,2021-11-03,16167037,490,1,
@angular/core,13.0.0,2021-11-03,14648318,348,1,
@angular/core,13.0.1,2021-11-10,14645367,348,1,
@angular/core,13.0.2,2021-11-17,14645367,348,1,
@angular/core,12.2.14,2021-12-01,16167037,490,1,
@angular/core,13.0.3,2021-12-01,12638411,328,1,
@angular/core,13.1.0,2021-12-09,12661392,332,1,
@angular/core,12.2.15,2021-12-15,16167037,490,1,
@angular/core,13.1.1,2021-12-15,12660300,332,1,
@angular/core,13.1.2,2022-01-12,12653206,331,1,2
@angular/core,13.1.3,2022-01-19,12679257,331,1,
@angular/core,13.2.0,2022-01-26,12715478,335,1,
@angular/core,12.2.16,2022-01-27,16167037,490,1,
@angular/core,13.2.1,2022-02-02,12722649,335,1,
@angular/core,13.2.2,2022-02-08,12719278,335,1,
@angular/core,13.2.3,2022-02-17,12734884,335,1,
@angular/core,13.2.4,2022-02-23,12731350,335,1,
@angular/core,13.2.5,2022-03-02,12714572,335,1,
@angular/core,13.2.6,2022-03-09,12715357,335,1,
@angular/core,13.2.7,2022-03-16,12715197,335,1,
@angular/core,13.3.0,2022-03-16,12715361,335,1,
@angular/core,13.3.1,2022-03-30,12715361,335,1,
@angular/core,13.3.2,2022-04-06,12720068,335,1,2
@angular/core,13.3.3,2022-04-13,12721875,335,1,
@angular/core,13.3.4,2022-04-20,12734256,335,1,
@angular/core,13.3.5,2022-04-27,12734256,335,1,
@angular/core,13.3.6,2022-05-04,12734256,335,1,
@angular/core,13.3.7,2022-05-11,12738653,335,1,
@angular/core,13.3.8,2022-05-12,12738653,335,1,
@angular/core,13.3.9,2022-05-18,12738653,335,1,
@angular/core,13.3.10,2022-05-25,12738671,335,1,
@angular/core,13.3.11,2022-05-31,12738671,335,1,
@angular/core,14.0.0,2022-06-02,19205151,336,1,
@angular/core,14.0.1,2022-06-08,19211158,337,1,
@angular/core,14.0.2,2022-06-15,19211948,337,1,
@angular/core,14.0.3,2022-06-22,19201128,337,1,
@angular/core,14.0.4,2022-06-29,19211815,335,1,
@angular/core,14.0.5,2022-07-06,19048343,335,1,2
@angular/core,14.0.6,2022-07-13,19038431,335,1,
@angular/core,14.0.7,2022-07-20,19044454,335,1,
@angular/core,14.1.0,2022-07-20,19142460,335,1,
@angular/core,14.1.1,2022-08-03,19146602,335,1,
@angular/core,14.1.2,2022-08-10,19145410,335,1,
@angular/core,14.1.3,2022-08-17,19145195,335,1,
@angular/core,14.2.0,2022-08-25,19052664,333,1,
@angular/core,14.2.1,2022-09-07,19053241,333,1,
@angular/core,14.2.2,2022-09-15,19019902,333,1,
@angular/core,14.2.3,2022-09-21,19019902,333,1,
@angular/core,14.2.4,2022-09-28,19019880,333,1,
@angular/core,14.2.5,2022-10-05,19019918,333,1,2
@angular/core,14.2.6,2022-10-12,19019918,333,1,
@angular/core,14.2.7,2022-10-19,19019918,333,1,
@angular/core,14.2.8,2022-10-26,19019918,333,1,
@angular/core,14.2.9,2022-11-03,19019918,333,1,
@angular/core,14.2.10,2022-11-09,19019100,333,1,
@angular/core,14.2.11,2022-11-16,19019100,333,1,
@angular/core,15.0.0,2022-11-16,19430094,344,1,
@angular/core,13.3.12,2022-11-21,12775304,337,1,
@angular/core,14.2.12,2022-11-21,19051847,334,1,
@angular/core,12.2.17,2022-11-22,16205076,492,1,
@angular/core,15.0.1,2022-11-23,19428523,344,1,
@angular/core,15.0.2,2022-11-30,18914444,342,1,
@angular/core,15.0.3,2022-12-07,18733300,342,1,
@angular/core,15.0.4,2022-12-14,18652870,326,1,
@angular/core,15.1.0,2023-01-10,18282488,286,1,2
@angular/core,15.1.1,2023-01-18,18277401,284,1,
@angular/core,15.1.2,2023-01-25,18277401,284,1,
@angular/core,15.1.3,2023-02-02,18277762,284,1,
@angular/core,15.1.4,2023-02-08,18277864,284,1,
@angular/core,15.1.5,2023-02-15,18277864,284,1,
@angular/core,15.2.0,2023-02-22,23037063,287,1,
@angular/core,15.2.1,2023-03-01,23025839,286,1,
@angular/core,15.2.2,2023-03-08,22991432,286,1,
@angular/core,14.3.0,2023-03-13,19051825,334,1,
@angular/core,15.2.3,2023-03-16,22966340,286,1,
@angular/core,15.2.4,2023-03-22,22970998,286,1,
@angular/core,15.2.5,2023-03-29,22971756,286,1,
@angular/core,13.4.0,2023-04-06,12775873,337,1,2
@angular/core,15.2.6,2023-04-06,22972488,286,1,
@angular/core,15.2.7,2023-04-12,22974940,286,1,
@angular/core,15.2.8,2023-04-19,22964980,285,1,
@angular/core,15.2.9,2023-05-03,22968736,285,1,
@angular/core,16.0.0,2023-05-03,17991396,318,1,
@angular/core,16.0.1,2023-05-10,18013394,318,1,
@angular/core,16.0.2,2023-05-17,18022145,318,1,
@angular/core,16.0.3,2023-05-24,18034955,318,1,
@angular/core,16.0.4,2023-06-01,18032593,318,1,
@angular/core,16.0.5,2023-06-08,18036417,318,1,
@angular/core,16.0.6,2023-06-13,18041287,318,1,
@angular/core,16.1.0,2023-06-13,18181753,319,1,
@angular/core,16.1.1,2023-06-14,18184546,319,1,
@angular/core,16.1.2,2023-06-21,18177260,318,1,
@angular/core,16.1.3,2023-06-28,18181920,318,1,
@angular/core,16.1.4,2023-07-06,18200087,318,1,2
@angular/core,16.1.5,2023-07-13,18216749,318,1,
@angular/core,16.1.6,2023-07-19,18215232,318,1,
@angular/core,16.1.7,2023-07-26,18215867,318,1,
@angular/core,16.1.8,2023-08-02,18220839,318,1,
@angular/core,16.1.9,2023-08-09,18234043,319,1,
@angular/core,16.2.0,2023-08-09,18972186,326,1,
@angular/core,16.2.1,2023-08-16,18978112,326,1,
@angular/core,16.2.2,2023-08-23,18976538,326,1,
@angular/core,16.2.3,2023-08-30,19048612,326,1,
@angular/core,16.2.4,2023-09-06,19066497,326,1,
@angular/core,16.2.5,2023-09-13,19081326,326,1,
@angular/core,16.2.6,2023-09-20,19099264,326,1,
@angular/core,16.2.7,2023-09-27,19097346,326,1,
@angular/core,15.2.10,2023-10-04,22968773,285,1,2
@angular/core,16.2.8,2023-10-04,19099870,326,1,
@angular/core,16.2.9,2023-10-11,19102066,326,1,
@angular/core,16.2.10,2023-10-18,19103867,326,1,
@angular/core,16.2.11,2023-10-25,19116059,326,1,
@angular/core,16.2.12,2023-11-02,19117005,326,1,
@angular/core,17.0.0,2023-11-08,23536494,354,1,
@angular/core,17.0.1,2023-11-08,23540891,354,1,
@angular/core,17.0.2,2023-11-09,23547450,354,1,
@angular/core,17.0.3,2023-11-15,23594914,354,1,
@angular/core,17.0.4,2023-11-20,23674483,354,1,
@angular/core,17.0.5,2023-11-29,23715826,354,1,
@angular/core,17.0.6,2023-12-06,23911131,354,1,
@angular/core,17.0.7,2023-12-14,24055402,358,1,
@angular/core,17.0.8,2023-12-21,24111569,360,1,
@angular/core,17.0.9,2024-01-10,24118385,361,1,2
@angular/core,17.1.0,2024-01-17,24465751,369,1,
@angular/core,17.1.1,2024-01-24,24469080,369,1,
@angular/core,17.1.2,2024-01-31,24534394,369,1,
@angular/core,17.1.3,2024-02-08,24573363,369,1,
@angular/core,17.2.0,2024-02-14,24944213,379,1,
@angular/core,17.2.1,2024-02-14,24944213,379,1,
@angular/core,17.2.2,2024-02-22,24960739,379,1,
@angular/core,17.2.3,2024-02-28,25014356,381,1,
@angular/core,17.2.4,2024-03-06,25027701,381,1,
@angular/core,17.3.0,2024-03-13,28576187,389,1,
@angular/core,17.3.1,2024-03-20,28585557,389,1,
@angular/core,17.3.2,2024-03-28,28785262,389,1,
@angular/core,17.3.3,2024-04-03,28779866,389,1,2
@angular/core,17.3.4,2024-04-10,28789146,389,1,
@angular/core,17.3.5,2024-04-17,28789230,389,1,
@angular/core,17.3.6,2024-04-25,28787445,389,1,
@angular/core,17.3.7,2024-05-01,28788982,389,1,
@angular/core,17.3.8,2024-05-08,28813846,389,1,
@angular/core,17.3.9,2024-05-15,28823376,389,1,
@angular/core,17.3.10,2024-05-22,28823419,389,1,
@angular/core,18.0.0,2024-05-22,25402442,415,1,
@angular/core,18.0.1,2024-05-29,25449381,415,1,
@angular/core,17.3.11,2024-06-05,28813889,389,1,
@angular/core,18.0.2,2024-06-05,25542436,416,1,
@angular/core,18.0.3,2024-06-12,25520785,416,1,
@angular/core,18.0.4,2024-06-20,25602063,418,1,
@angular/core,18.0.5,2024-06-27,25658223,418,1,
@angular/core,18.0.6,2024-07-03,25635013,418,1,2
@angular/core,18.0.7,2024-07-10,25644952,418,1,
@angular/core,18.1.0,2024-07-10,25789217,421,1,
@angular/core,17.3.12,2024-07-17,28829091,389,1,
@angular/core,18.1.1,2024-07-17,25787918,422,1,
@angular/core,18.1.2,2024-07-24,25810154,422,1,
@angular/core,18.1.3,2024-07-31,25843766,423,1,
@angular/core,18.1.4,2024-08-07,25835327,423,1,
@angular/core,18.1.5,2024-08-14,25849207,423,1,
@angular/core,18.2.0,2024-08-14,44518145,431,1,
@angular/core,18.2.1,2024-08-22,44549925,432,1,
@angular/core,18.2.2,2024-08-28,21082997,426,1,
@angular/core,18.2.3,2024-09-04,21067290,426,1,
@angular/core,18.2.4,2024-09-11,21071179,426,1,
@angular/core,18.2.5,2024-09-18,21092800,426,1,
@angular/core,18.2.6,2024-09-25,21094241,426,1,
@angular/core,18.2.7,2024-10-02,21055427,426,1,2
@angular/core,18.2.8,2024-10-10,21073072,426,1,
@angular/core,18.2.9,2024-10-23,21074665,426,1,
@angular/core,18.2.10,2024-10-30,21078381,426,1,
@angular/core,18.2.11,2024-11-06,21064730,426,1,
@angular/core,18.2.12,2024-11-14,21064774,426,1,
@angular/core,19.0.0,2024-11-19,9870902,50,1,
@angular/core,18.2.13,2024-11-26,21064800,426,1,
@angular/core,19.0.1,2024-11-26,9893479,50,1,
@angular/core,19.0.2,2024-12-04,9895786,50,1,
@angular/core,19.0.3,2024-12-04,9894888,50,1,
@angular/core,19.0.4,2024-12-12,9894986,50,1,
@angular/core,19.0.5,2024-12-18,9899924,50,1,
@angular/core,19.0.6,2025-01-08,9901892,50,1,2
@angular/core,19.0.7,2025-01-15,9905036,50,1,
@angular/core,19.1.0,2025-01-15,9980655,54,1,
@angular/core,19.1.1,2025-01-16,9982798,54,1,
@angular/core,19.1.2,2025-01-20,9993178,54,1,
@angular/core,19.1.3,2025-01-22,10025246,54,1,
@angular/core,19.1.4,2025-01-29,10002028,54,1,
@angular/core,19.1.5,2025-02-06,10008563,54,1,
@angular/core,19.1.6,2025-02-12,10016019,54,1,
@angular/core,19.1.7,2025-02-19,10008669,54,1,
@angular/core,19.1.8,2025-02-26,10108075,54,1,
@angular/core,19.2.0,2025-02-26,10182803,59,1,
@angular/core,19.2.1,2025-03-05,10213902,62,1,
@angular/core,19.2.2,2025-03-12,9915609,66,1,
@angular/core,19.2.3,2025-03-19,9920439,66,1,
@angular/core,19.2.4,2025-03-27,9928397,67,1,
@angular/core,19.2.5,2025-04-02,9931342,67,1,2
@angular/core,19.2.6,2025-04-09,9931379,66,1,
@angular/core,19.2.7,2025-04-16,9935452,66,1,
@angular/core,19.2.8,2025-04-23,9936500,66,1,
@angular/core,19.2.9,2025-04-30,9942142,66,1,
@angular/core,19.2.10,2025-05-07,9943162,66,1,
@angular/core,19.2.11,2025-05-15,9957132,66,1,
@angular/core,19.2.12,2025-05-21,9969264,65,1,
@angular/core,19.2.13,2025-05-23,9977445,65,1,
@angular/core,19.2.14,2025-05-28,9979248,65,1,
@angular/core,20.0.0,2025-05-28,9965775,83,1,
@angular/core,20.0.1,2025-06-04,9965864,82,1,
@angular/core,20.0.2,2025-06-06,9967361,82,1,
@angular/core,20.0.3,2025-06-11,9970982,82,1,
@angular/core,20.0.4,2025-06-18,9972016,82,1,
@angular/core,20.0.5,2025-06-25,9983568,82,1,
@angular/core,20.0.6,2025-07-01,9983739,82,1,2
@angular/core,20.0.7,2025-07-09,9986962,82,1,
@angular/core,20.1.0,2025-07-09,10075500,84,1,
@angular/core,20.1.1,2025-07-16,10076770,84,1,
@angular/core,20.1.2,2025-07-17,10080409,84,1,
@angular/core,20.1.3,2025-07-23,10084664,84,1,
@angular/core,20.1.4,2025-07-31,10082688,84,1,
@angular/core,20.1.5,2025-08-06,10112494,83,1,
@angular/core,20.1.6,2025-08-06,10112494,83,1,
@angular/core,20.1.7,2025-08-13,10111973,83,1,
@angular/core,20.1.8,2025-08-20,10109746,83,1,
@angular/core,20.2.0,2025-08-20,10256228,84,1,
@angular/core,20.2.1,2025-08-21,10260846,84,1,
@angular/core,20.2.2,2025-08-27,10262637,84,1,
@angular/core,20.2.3,2025-08-29,10260307,84,1,
@angular/core,20.2.4,2025-09-03,10268511,84,1,
@angular/core,18.2.14,2025-09-10,22096118,427,1,
@angular/core,19.2.15,2025-09-10,9982823,67,1,
@angular/core,20.3.0,2025-09-10,10276903,85,1,
@angular/core,20.3.1,2025-09-17,10284434,85,1,
@angular/core,20.3.2,2025-09-24,10288634,85,1,
@angular/core,20.3.3,2025-10-02,10312292,85,1,2
@angular/core,20.3.4,2025-10-08,10328857,85,1,
@angular/core,20.3.5,2025-10-15,10340013,85,1,
@angular/core,20.3.6,2025-10-16,10341236,85,1,
@angular/core,20.3.7,2025-10-22,10344593,85,1,
@angular/core,20.3.9,2025-10-29,10348661,85,1,
@angular/core,20.3.10,2025-11-05,10350021,85,1,
@angular/core,20.3.11,2025-11-12,10353070,85,1,
@angular/core,20.3.12,2025-11-14,10354191,85,1,
@angular/core,20.3.13,2025-11-19,10369954,85,1,
@angular/core,21.0.0,2025-11-19,6703458,95,1,
@angular/core,20.3.14,2025-11-25,10373704,85,1,
@angular/core,21.0.1,2025-11-25,6735751,95,1,
@angular/core,19.2.16,2025-11-26,9982823,67,1,
@angular/core,19.2.17,2025-12-01,9989661,67,1,
@angular/core,20.3.15,2025-12-01,10376896,85,1,
@angular/core,21.0.2,2025-12-01,6740322,95,1,
@angular/core,21.0.3,2025-12-03,6749445,95,1,
@angular/core,21.0.4,2025-12-11,6753419,95,1,
@angular/core,21.0.5,2025-12-11,6753417,95,1,
@angular/core,21.0.6,2025-12-17,6752228,95,1,
@angular/core,19.2.18,2026-01-07,9990313,67,1,2
@angular/core,20.3.16,2026-01-07,10377548,85,1,
@angular/core,21.0.7,2026-01-07,6758927,95,1,
@angular/core,21.0.8,2026-01-08,6757123,95,1,
@angular/core,21.0.9,2026-01-14,6759003,95,1,
@angular/core,21.1.0,2026-01-14,6775481,95,1,
@angular/core,21.1.1,2026-01-21,6776019,95,1,
@angular/core,21.1.2,2026-01-28,6773653,95,1,
@angular/core,21.1.3,2026-02-05,6778274,95,1,
@angular/core,21.1.4,2026-02-11,6775384,95,1,
@angular/core,21.1.5,2026-02-18,6779635,95,1,
@angular/core,19.2.19,2026-02-25,9989442,67,1,
@angular/core,20.3.17,2026-02-25,10376567,85,1,
@angular/core,21.1.6,2026-02-25,6777881,95,1,
@angular/core,21.2.0,2026-02-25,6736294,95,1,
@angular/core,21.2.1,2026-03-04,6743013,95,1,
@angular/core,21.2.2,2026-03-09,6749343,95,1,
@angular/core,21.2.3,2026-03-11,6751284,95,1,
@angular/core,19.2.20,2026-03-12,9989871,67,1,
@angular/core,20.3.18,2026-03-12,10380746,85,1,
@angular/core,21.2.4,2026-03-12,6742000,95,1,
@angular/core,21.2.5,2026-03-18,6766211,95,1,
@angular/core,21.2.6,2026-03-25,6767170,95,1,
@angular/core,21.2.7,2026-04-01,6772133,95,1,2
@angular/core,21.2.8,2026-04-08,6774572,95,1,
@angular/core,19.2.21,2026-04-15,9993511,67,1,
@angular/core,20.3.19,2026-04-15,10380746,85,1,
@angular/core,21.2.9,2026-04-15,6774781,95,1,
@angular/core,21.2.10,2026-04-22,6778557,95,1,
@angular/core,21.2.11,2026-04-29,6779164,95,1,
@angular/core,20.3.20,2026-05-06,10383967,85,1,
@angular/core,21.2.12,2026-05-06,6787467,95,1,
@angular/core,19.2.22,2026-05-12,9995802,67,1,
@angular/core,20.3.21,2026-05-12,10383967,85,1,
@angular/core,21.2.13,2026-05-13,6786492,95,1,
@angular/core,21.2.14,2026-05-20,6789181,95,1,
@angular/core,19.2.23,2026-05-27,10029088,67,1,
@angular/core,20.3.22,2026-05-27,10417106,85,1,
@angular/core,19.2.24,2026-05-28,10029060,67,1,
@angular/core,20.3.23,2026-05-28,10417078,85,1,
@angular/core,21.2.15,2026-05-28,6809365,95,1,
@angular/core,19.2.25,2026-06-02,10029060,67,1,
@angular/core,20.3.24,2026-06-02,10417078,85,1,
@angular/core,21.2.16,2026-06-03,6810522,95,1,
@angular/core,22.0.0,2026-06-03,7094039,102,1,
@angular/core,20.3.25,2026-06-10,10414891,85,1,
@angular/core,21.2.17,2026-06-10,6808348,95,1,
@angular/core,22.0.1,2026-06-10,7093511,102,1,
@angular/core,22.0.2,2026-06-17,7104374,102,1,
@angular/core,22.0.3,2026-06-25,7105367,102,1,
@angular/core,22.0.4,2026-06-26,7109927,102,1,
@angular/core,22.0.5,2026-07-01,7109884,102,1,2
@angular/core,20.3.26,2026-07-08,10420018,85,1,
@angular/core,21.2.18,2026-07-08,6813228,95,1,
@angular/core,22.0.6,2026-07-08,7111127,102,1,
@angular/core,22.0.7,2026-07-16,7111066,102,1,
@angular/core,22.0.8,2026-07-22,7114172,102,1,2
@nestjs/core,4.5.11,2018-02-11,177811,133,4,64
@nestjs/core,4.5.12,2018-02-11,177811,133,4,
@nestjs/core,4.5.13,2018-02-11,177967,133,6,
@nestjs/core,4.5.14,2018-02-11,177967,133,6,
@nestjs/core,4.5.15,2018-02-11,179579,133,6,
